species_id,sci_name,sci_name_space,main_common_name,order,family,genus,type_voucher,type_kind,type_locality,type_lat,type_lon,museum_abbreviation,museum_name,museum_location,museum_country,qc_reviewed,qc_review_notes,geocode_phase,geocode_query,type_lat_suggested,type_lon_suggested,coordinate_uncertainty_m,geocode_method,geocode_confidence,geocode_notes,review_status
1001788,Urocitellus_brunneus,Urocitellus brunneus,Idaho Ground Squirrel,Rodentia,Sciuridae,Urocitellus,USNM:MAMM:201963,holotype,"""New Meadows, Adams County, Idaho, [USA].""",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"New Meadows, Adams County, Idaho, [USA], United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urocitellus_brunneus.,no_estimate
1001789,Urocitellus_canus,Urocitellus canus,Merriam's Ground Squirrel,Rodentia,Sciuridae,Urocitellus,USNM:MAMM:78681,holotype,"""Antelope, Wasco County, Oregon, [USA].""",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"Antelope, Wasco County, Oregon, [USA], United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urocitellus_canus.,no_estimate
1001790,Urocitellus_columbianus,Urocitellus columbianus,Columbian Ground Squirrel,Rodentia,Sciuridae,Urocitellus,,,"""Between the forks of the Clearwater and Kooskooskie rivers"" [Idaho Co., Idaho, USA].",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1001791,Urocitellus_elegans,Urocitellus elegans,Wyoming Ground Squirrel,Rodentia,Sciuridae,Urocitellus,"MCZ:Mamm:4791 (= USNM:MAMM:3468), MCZ:Mamm:4792 (= USNM:MAMM:3473), USNM:MAMM:3469, USNM:MAMM:3473, USNM:MAMM:3479 (= USNM:MAMM:A4810), USNM:MAMM:3480, USNM:MAMM:4003, USNM:MAMM:5950 (= USNM:MAMM:4814), USNM:MAMM:5951, USNM:MAMM:5952, USNM:MAMM:5953, USNM:MAMM:5954, USNM:MAMM:5955, USNM:MAMM:5956, USNM:MAMM:5957, USNM:MAMM:A4796",syntypes,"""Fort Bridger,"" Uinta Co., Wyoming, USA.",nan,nan,MCZ,The Louis Agassiz Museum of Comparative Zoology,"Cambridge, United States of America",United States of America,,,nominatim,"Fort Bridger,"" Uinta Co, United States of America",41.316833,-110.384961,50000,nominatim,medium,"Nominatim query derived from type_locality for Urocitellus_elegans.; match=Fort Bridger, Uinta County, Wyoming, United States",proposed
1006909,Urocitellus_idahoensis,Urocitellus idahoensis,Snake River Plains Ground Squirrel,Rodentia,Sciuridae,Urocitellus,USNM:MAMM:168290,holotype,"""Payette, at junction of Payette and Snake River, [Payette County,] Idaho,"" United States.",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"Payette, at junction of Payette and Snake River, [Payette County,] Idaho,"" United States, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urocitellus_idahoensis.,no_estimate
1001792,Urocitellus_mollis,Urocitellus mollis,Piute Ground Squirrel,Rodentia,Sciuridae,Urocitellus,USNM:MAMM:3777 (= USNM:MAMM:A4798),lectotype,"""Camp Floyd, near Fairfield, [Utah Co.], Utah, [USA].""",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"Camp Floyd, near Fairfield, [Utah Co, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urocitellus_mollis.,no_estimate
1001793,Urocitellus_parryii,Urocitellus parryii,Arctic Ground Squirrel,Rodentia,Sciuridae,Urocitellus,,,"no type locality given. Restricted by E. A. Preble in 1902 to ""Five Hawser Bay, Lyon Inlet, Melville Peninsula, [Hudson Bay, Keewatin District, Northwest Territories,] Canada.""",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1001795,Urocitellus_townsendii,Urocitellus townsendii,Townsend's Ground Squirrel,Rodentia,Sciuridae,Urocitellus,ANSP 344,holotype,"“the prairies near the Walla-walla [River]”, Walla Walla County, Washington, United States. Restricted to ““On the Columbia River, about 300 miles above its mount” near the mouth of Walla Walla River, Wash[ington].,” United States by A. H. Howell, 1938.",nan,nan,ANSP,Academy of Natural Sciences of Drexel University,"Philadelphia, United States of America",United States of America,,,nominatim,"“the prairies near the Walla-walla [River]”, Walla Walla County, Washington, United States, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urocitellus_townsendii.,no_estimate
1001796,Urocitellus_undulatus,Urocitellus undulatus,Long-tailed Ground Squirrel,Rodentia,Sciuridae,Urocitellus,,,"""Selenga River valley,"" Buryat ASSR, Russia.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1001797,Urocitellus_washingtoni,Urocitellus washingtoni,Washington Ground Squirrel,Rodentia,Sciuridae,Urocitellus,USNM:MAMM:27948 (= USNM:MAMM:A40068),holotype,"""Touchet, Walla Walla Co., Washington, USA.""",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"Touchet, Walla Walla Co, United States of America",46.042658,-118.672799,50000,nominatim,medium,"Nominatim query derived from type_locality for Urocitellus_washingtoni.; match=Touchet, Walla Walla County, Washington, 99360, United States",proposed
1002218,Urocricetus_kamensis,Urocricetus kamensis,Satunin's Tibetan Hamster,Rodentia,Cricetidae,Urocricetus,ZIN S. 10631,holotype,"Moktschjun River, Mekong District, NE Tibet, China.",nan,nan,ZIN,"Zoological Institute, Russian Academy of Sciences","Saint Petersburg, Russia",Russia,,,nominatim,"Moktschjun River, Mekong District, NE Tibet, China, Russia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urocricetus_kamensis.,no_estimate
1002217,Urocricetus_lama,Urocricetus lama,Ladakh Tibetan Hamster,Rodentia,Cricetidae,Urocricetus,BMNH:Mamm:1905.4.6.4,holotype,"""brought back by the Tibet Mission"", Lhasa, Tibet, China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"brought back by the Tibet Mission"", Lhasa, Tibet, China, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urocricetus_lama.,no_estimate
1005965,Urocyon_cinereoargenteus,Urocyon cinereoargenteus,Northern Gray Fox,Carnivora,Canidae,Urocyon,untraced (number not known),nonexistent,eastern North America.,nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1005966,Urocyon_littoralis,Urocyon littoralis,Island Fox,Carnivora,Canidae,Urocyon,USNM:MAMM:1351 (= USNM:MAMM:A2154),lectotype,"San Miguel Island, California, USA.",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"San Miguel Island, California, USA, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urocyon_littoralis.,no_estimate
1005056,Uroderma_bilobatum,Uroderma bilobatum,Common Tent-making Bat,Chiroptera,Phyllostomidae,Uroderma,ZMB 411,lectotype,"""St. Paulo in Brasilien [= São Paulo, Brazil] … [and] Cayenne [French Guiana]."" Restricted by K. Andersen in 1908 to São Paulo, São Paulo, Brazil. According to G. S. T. Garbino and M. R. Nogueira in 2017, the type probably came from eastern Brazil, possibly Bahia.",nan,nan,ZMB,Museum für Naturkunde,"Berlin, Germany",Germany,,,nominatim,"São Paulo, Brazil, Germany",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uroderma_bilobatum.,no_estimate
1005057,Uroderma_convexum,Uroderma convexum,Pacific Tent-making Bat,Chiroptera,Phyllostomidae,Uroderma,USNM:MAMM:111722,holotype,"""Colon, Colombia [= Colón, Colón, Panama].""",nan,nan,USNM,"National Museum of Natural History, Smithsonian Institution","Washington, D.C., United States of America",United States of America,,,nominatim,"Colón, Colón, Panama, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uroderma_convexum.,no_estimate
1005058,Uroderma_davisi,Uroderma davisi,Davis's Tent-making Bat,Chiroptera,Phyllostomidae,Uroderma,TTU-M12664,holotype,"""3 mi. [= 4.8 km] NW La Herradura, La Paz, El Salvador, elevation about 20 meters.""",nan,nan,TTU-M,Museum of Texas Tech University,"Lubbock, United States of America",United States of America,,,nominatim,"4, United States of America",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Uroderma_davisi.; match=Ambasada Statelor Unite ale Americii / Embassy of the United States of America, sectorul Buiucani, Chișinău, Municipiul Chișinău, Moldova; rejected=diplomatic_mission_match",no_estimate
1005059,Uroderma_magnirostrum,Uroderma magnirostrum,Brown Tent-making Bat,Chiroptera,Phyllostomidae,Uroderma,TCWC:Mamm:17189,holotype,"""10 km E San Lorenzo, 25 ft [= 7.6 m], Departamento de Valle, Honduras.""",nan,nan,TCWC,Biodiversity Research and Teaching Collections Texas A&M University,"College Station, United States of America",United States of America,,,nominatim,"7, United States of America",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Uroderma_magnirostrum.; match=Ambasada Statelor Unite ale Americii / Embassy of the United States of America, sectorul Buiucani, Chișinău, Municipiul Chișinău, Moldova; rejected=diplomatic_mission_match",no_estimate
1003315,Uromys_boeadii,Uromys boeadii,Biak Island Giant Rat,Rodentia,Muridae,Uromys,AMNH M-222242,holotype,"25 km north-east of Biak (town), 65 m, Pulau Biak, Geelvinck Bay, Province of Papua, West Papua (= Irian Jaya), Indonesia.",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,,,nominatim,"25 km north-east of Biak (town), United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uromys_boeadii.,no_estimate
1003316,Uromys_caudimaculatus,Uromys caudimaculatus,White-tailed Giant Rat,Rodentia,Muridae,Uromys,AM S.1848,syntypes,"Cape York, Queensland, Australia.",nan,nan,AM,Australian Museum,"Sydney, Australia",Australia,,,nominatim,"Cape York, Queensland, Australia",-10.687147,142.531555,50000,nominatim,medium,"Nominatim query derived from type_locality for Uromys_caudimaculatus.; match=Cape York, Somerset, Queensland, 4876, Australia",proposed
1003319,Uromys_imperator,Uromys imperator,Emperor Giant Rat,Rodentia,Muridae,Uromys,BMNH:Mamm:1888.1.5.33,holotype,"""Aola, Guadalcanar [= Guadalcanal Island] ... Solomon Islands. """,nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Guadalcanal Island, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uromys_imperator.,no_estimate
1003320,Uromys_neobrittanicus,Uromys neobrittanicus,New Britain Island Giant Rat,Rodentia,Muridae,Uromys,AMNH M-99881,holotype,"""New Britain Island, Solomon Islands,"" Papua New Guinea.",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,,,nominatim,"New Britain Island, Solomon Islands,"" Papua New Guinea, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uromys_neobrittanicus.,no_estimate
1003321,Uromys_porculus,Uromys porculus,Guadalcanal Giant Rat,Rodentia,Muridae,Uromys,BMNH:Mamm:1889.4.3.8,holotype,"""Aola, Guadalcanar [= Guadalcanal Island], Solomon Islands.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Guadalcanal Island, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uromys_porculus.,no_estimate
1003322,Uromys_rex,Uromys rex,King Giant Rat,Rodentia,Muridae,Uromys,BMNH:Mamm:1888.1.5.34,holotype,"""Aola, Guadacanar [= Guadalcanal Island] ... Solomon Islands.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Guadalcanal Island, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uromys_rex.,no_estimate
1003323,Uromys_siebersi,Uromys siebersi,Great Key Island Giant Rat,Rodentia,Muridae,Uromys,BMNH:Mamm:1923.4.3.12,holotype,"Gunung Daab, Pulau Kai Besar (Great Key Island), Maluku Tengah (Moluccas), Indonesia.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Gunung Daab, Pulau Kai Besar (Great Key Island), Maluku Tengah (Moluccas), Indonesia, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uromys_siebersi.,no_estimate
1004351,Uropsilus_andersoni,Uropsilus andersoni,Anderson's Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,BMNH:Mamm:1911.2.1.25,holotype,"""Omi-san [= Mount Emei],"" Sichuan, China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Mount Emei, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uropsilus_andersoni.,no_estimate
1004352,Uropsilus_atronates,Uropsilus atronates,Black-backed Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,AMNH M-44343,holotype,"""Mu-cheng, Salween drainage, southwestern Yunnan, 7000 feet [= 2134 m] altitude,"" China.",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,,,nominatim,"2134 m, United States of America",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Uropsilus_atronates.; match=2134, County Road M, Florence Township, Williams County, Ohio, 43518, United States; rejected=country_mismatch: expected one of [China, 中国]",no_estimate
1004353,Uropsilus_gracilis,Uropsilus gracilis,Gracile Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,BMNH:Mamm:1911.9.8.13,holotype,"""Chin-fu-san [= Mount Jinfo],"" near Nan-chwan (= Nanchuan), Chongqing, China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Mount Jinfo, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uropsilus_gracilis.,no_estimate
1004354,Uropsilus_investigator,Uropsilus investigator,Inquisitive Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,BMNH:Mamm:1922.9.1.16,holotype,"""Kui-chiang-Salween divide at 28° N. Alt. 11,000' [= 3353 m],"" Yunnan, China.",28.0,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"3353 m, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Uropsilus_investigator.; match=M, JLR Gaydon Vehicle Proving Ground, Gaydon, Stratford-on-Avon, Warwickshire, England, CV35 0BB, United Kingdom; rejected=country_mismatch: expected one of [China, 中国]",no_estimate
1004355,Uropsilus_nivatus,Uropsilus nivatus,Snow Mountain Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,AMNH M-44352,holotype,"""Ssu-shan [= Snow Mountain], Li-chiang [= Lijiang Range], western Yunnan, 12,000 feet [= 3658 m] altitude,"" China.",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,reject,Snow Mountain interpretation likely incorrect; should be China.,nominatim,"Snow Mountain, United States of America",,,,nominatim,none,QC rejected: Snow Mountain interpretation likely incorrect; should be China.,no_estimate
1004356,Uropsilus_soricipes,Uropsilus soricipes,Chinese Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,"MNHN-ZM-MO-1870-581 (= MNHN:type:256) (= MNHN ""171""), MNHN-ZM-MO-1870-583 (= MNHN:type:256a) (= MNHN ""172"")",syntypes,"Moupin (= Baoxing), Sichuan, China.",nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"Moupin (= Baoxing), Sichuan, China, France",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Uropsilus_soricipes.,no_estimate
1004349,Urotrichus_talpoides,Urotrichus talpoides,Japanese Shrew Mole,Eulipotyphla,Talpidae,Urotrichus,"BMNH:Mamm:1843.12.27.6, BMNH:Mamm:1844.2.2.94, RMNH.MAM.16251, RMNH.MAM.16252, RMNH.MAM.16253, RMNH.MAM.16254, RMNH.MAM.39018, RMNH.MAM.39019, RMNH.MAM.39020, RMNH.MAM.39021, RMNH.MAM.39022, RMNH.MAM.39023, RMNH.MAM.39024, RMNH.MAM.39025, RMNH.MAM.39026, RMNH.MAM.39027, RMNH.MAM.39028, RMNH.MAM.39029, RMNH.MAM.39030, RMNH.MAM.39372",syntypes,"""Kiu-siu [= Kyushu Island],"" Japan.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Kyushu Island, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urotrichus_talpoides.,no_estimate
1005934,Ursus_americanus,Ursus americanus,American Black Bear,Carnivora,Ursidae,Ursus,untraced (number not known),nonexistent,eastern North America.,nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1005935,Ursus_arctos,Ursus arctos,Brown Bear,Carnivora,Ursidae,Ursus,,,northern Sweden.,nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1005936,Ursus_maritimus,Ursus maritimus,Polar Bear,Carnivora,Ursidae,Ursus,untraced (number not known),syntypes,"Spitsbergen, (Svalbard) Norway.",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1005937,Ursus_thibetanus,Ursus thibetanus,Asian Black Bear,Carnivora,Ursidae,Ursus,,,Sylhet region (presently divided between Assam India and Bangladesh).,nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1006050,Urva_auropunctata,Urva auropunctata,Small Indian Mongoose,Carnivora,Herpestidae,Urva,BMNH:Mamm:1843.1.12.20,lectotype,central Nepal.,nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,central Nepal,-6.495553,110.844023,50000,nominatim,medium,"Nominatim query derived from type_locality for Urva_auropunctata.; match=Nepal, Kaligarang, Jepara, Jawa Tengah, Jawa, Indonesia",proposed
1006051,Urva_brachyurus,Urva brachyurus,Short-tailed Mongoose,Carnivora,Herpestidae,Urva,BMNH:Mamm:170a,holotype,"Malacca, Malaysia.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Malacca, Malaysia",2.329374,102.288096,50000,nominatim,medium,"Nominatim query derived from type_locality for Urva_brachyurus.; match=Melaka, Malaysia",proposed
1006052,Urva_edwardsii,Urva edwardsii,Indian Gray Mongoose,Carnivora,Herpestidae,Urva,,,"Madras, East Indies.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1006053,Urva_fusca,Urva fusca,Indian Brown Mongoose,Carnivora,Herpestidae,Urva,BMNH:Mamm:1855.12.24.227,holotype,India.,nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"India, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Urva_fusca.; match=Consulate General of India in Birmingham, 2, Darnley Road, Ladywood, Birmingham, West Midlands, England, B16 8TF, United Kingdom; rejected=diplomatic_mission_match",no_estimate
1006054,Urva_javanica,Urva javanica,Javan Mongoose,Carnivora,Herpestidae,Urva,,,Java.,nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1006055,Urva_semitorquata,Urva semitorquata,Collared Mongoose,Carnivora,Herpestidae,Urva,BMNH:Mamm:1846.7.3.3,holotype,Borneo.,nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Borneo, United Kingdom",52.596952,-1.970526,50000,nominatim,medium,"Nominatim query derived from type_locality for Urva_semitorquata.; match=Borneo Street Allotments, Coal Pool, Rushall, Walsall, West Midlands, England, United Kingdom",proposed
1006056,Urva_smithii,Urva smithii,Ruddy Mongoose,Carnivora,Herpestidae,Urva,BMNH:Mamm:1838.12.13.1,holotype,"Bombay (?), India.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Bombay (?), India, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urva_smithii.,no_estimate
1006057,Urva_urva,Urva urva,Crab-eating Mongoose,Carnivora,Herpestidae,Urva,"BMNH:Mamm:1843.1.12.33, BMNH:Mamm:1845.1.8.54",lectotype,Nepal.,nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,Nepal,28.378046,83.999990,50000,nominatim,medium,Nominatim query derived from type_locality for Urva_urva.; match=नेपाल,proposed
1006058,Urva_vitticollis,Urva vitticollis,Stripe-necked Mongoose,Carnivora,Herpestidae,Urva,BMNH:Mamm:1855.12.24.224,holotype,"Travancore, South India.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Travancore, South India, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Urva_vitticollis.,no_estimate
1005062,Vampyressa_pusilla,Vampyressa pusilla,Southern Little Yellow-eared Bat,Chiroptera,Phyllostomidae,Vampyressa,ZSM 1843/2,holotype,"""Sapitiva [= Sepetiba],"" Rio de Janeiro, Brazil.",nan,nan,ZSM,Zoologisches Staats-Sammlung München,"Munich, Germany",Germany,,,nominatim,"Sepetiba, Germany",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Vampyressa_pusilla.,no_estimate
1005064,Vampyressa_thyone,Vampyressa thyone,Northern Little Yellow-eared Bat,Chiroptera,Phyllostomidae,Vampyressa,BMNH:Mamm:1897.11.7.77,holotype,"""Chimbo, near Guayaquil [Bolívar], Ecuador. Alt. 1000' [= 305 m].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"305 m, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Vampyressa_thyone.; match=M, JLR Gaydon Vehicle Proving Ground, Gaydon, Stratford-on-Avon, Warwickshire, England, CV33 9TE, United Kingdom; rejected=country_mismatch: expected one of [Ecuador]",no_estimate
1005065,Vampyriscus_bidens,Vampyriscus bidens,Bidentate Yellow-eared Bat,Chiroptera,Phyllostomidae,Vampyriscus,BMNH:Mamm:1869.3.31.12,holotype,"""Huallaga."" Identified by R. L. Peterson in 1968 as Río Huallaga, and restricted by D. C. Carter and P. G. Dolan in 1978 to Santa Cruz, Río Huallaga, Loreto, Peru.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Huallaga, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Vampyriscus_bidens.,no_estimate
1005067,Vampyriscus_nymphaeus,Vampyriscus nymphaeus,Striped Yellow-eared Bat,Chiroptera,Phyllostomidae,Vampyriscus,BMNH:Mamm:1909.7.17.40,holotype,"""Novita, Rio S. Juan, Chocó, W. Colombia. Alt. 150' [= 46 m].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"46 m, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Vampyriscus_nymphaeus.; match=M, JLR Gaydon Vehicle Proving Ground, Gaydon, Stratford-on-Avon, Warwickshire, England, CV35 0BB, United Kingdom; rejected=country_mismatch: expected one of [Colombia]",no_estimate
1005068,Vampyrodes_caraccioli,Vampyrodes caraccioli,Caracciolo's Stripe-faced Bat,Chiroptera,Phyllostomidae,Vampyrodes,BMNH:Mamm:1889.6.10.2,holotype,"""Trinidad.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Trinidad, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Vampyrodes_caraccioli.; match=High Commission of Trinidad and Tobago, 42, Belgrave Square, Belgravia, City of Westminster, Greater London, England, SW1X 8NT, United Kingdom; rejected=diplomatic_mission_match",no_estimate
1005069,Vampyrodes_major,Vampyrodes major,Great Stripe-faced Bat,Chiroptera,Phyllostomidae,Vampyrodes,MCZ:Mamm:6756,holotype,"""San Pablo, Isthmus of Panama,"" Canal Zone, Panama.",nan,nan,MCZ,The Louis Agassiz Museum of Comparative Zoology,"Cambridge, United States of America",United States of America,,,nominatim,"San Pablo, Isthmus of Panama,"" Canal Zone, Panama, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Vampyrodes_major.,no_estimate
1004991,Vampyrum_spectrum,Vampyrum spectrum,Spectral Bat,Chiroptera,Phyllostomidae,Vampyrum,,,"""America australi."" Restricted by O. Thomas in 1911 to ""Surinam [= Suriname].""",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1003699,Vandeleuria_nilagiricus,Vandeleuria nilagiricus,Nilgiri Long-tailed Climbing Mouse,Rodentia,Muridae,Vandeleuria,,,"Ootacamund, Nilgiri Hills, eastern Tamil Nadu, south-western India.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1003700,Vandeleuria_nolthenii,Vandeleuria nolthenii,Sri Lankan Long-tailed Climbing Mouse,Rodentia,Muridae,Vandeleuria,BMNH (number not known),holotype,"West Haputale, 1830 m, Ohiya, Uva, Sri Lanka.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,skipped,,,,,skipped,none,voucher_number_unknown,skipped
1003701,Vandeleuria_oleraceus,Vandeleuria oleraceus,Indomalayan Long-tailed Climbing Mouse,Rodentia,Muridae,Vandeleuria,,,"Deccan region, Madras, India.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1001010,Varecia_rubra,Varecia rubra,Red Ruffed Lemur,Primates,Lemuridae,Varecia,MNHN-ZM-AC-A8126,holotype,Madagascar.,nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,Madagascar,-18.924960,46.441642,50000,nominatim,medium,Nominatim query derived from type_locality for Varecia_rubra.; match=Madagasikara / Madagascar,proposed
1001011,Varecia_variegata,Varecia variegata,Black-and-white Ruffed Lemur,Primates,Lemuridae,Varecia,untraced (number not known),nonexistent,Madagascar.,nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1006775,Vernaya_foramena,Vernaya foramena,Apparent Climbing Mouse,Rodentia,Muridae,Vernaya,CWNU 75003,holotype,"Wanglang, Pingwu, Sichuan Province, China (2490 m a.s.l.).",nan,nan,CWNU,China West Normal University,"Nanchong, China",China,,,nominatim,"Wanglang, Pingwu, Sichuan Province, China (2490 m a",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Vernaya_foramena.,no_estimate
1003334,Vernaya_fulva,Vernaya fulva,Vernay's Climbing Mouse,Rodentia,Muridae,Vernaya,AMNH M-43989,holotype,"Yinpankai, Mekong River, Yunnan, China.",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,,,nominatim,"Yinpankai, Mekong River, Yunnan, China, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Vernaya_fulva.,no_estimate
1005784,Vespadelus_caurinus,Vespadelus caurinus,Northern Cave Bat,Chiroptera,Vespertilionidae,Vespadelus,BMNH:Mamm:1914.3.9.1,holotype,"""Drysdale, Kimberley, N. Australia [= Western Australia, Australia].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Western Australia, Australia",-25.230300,121.018725,50000,nominatim,medium,"Nominatim query derived from type_locality for Vespadelus_caurinus.; match=Western Australia, Australia",proposed
1005785,Vespadelus_darlingtoni,Vespadelus darlingtoni,Large Forest Bat,Chiroptera,Vespertilionidae,Vespadelus,MCZ:Mamm:29113,holotype,"13 km NW Braidwood, New South Wales, Australia.",nan,nan,MCZ,The Louis Agassiz Museum of Comparative Zoology,"Cambridge, United States of America",United States of America,,,nominatim,"13 km NW Braidwood, New South Wales, Australia, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Vespadelus_darlingtoni.,no_estimate
