priority,review_category,likely_action,prefix_species_count,species_id,sci_name,main_common_name,order,family,type_kind,type_voucher,extracted_voucher_prefix,candidate_prefix_to_research,type_locality,type_voucher_uris,extinct,domestic
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006407,Cephalorhynchus_commersonii,Commerson's Dolphin,Artiodactyla,Delphinidae,syntypes,lost (number not known),LOST,LOST,"""de la terre de Feu et dans le détroit de Magellan [= Tierra Del Fuego and Straits of Magellan],"" Chile.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006427,Cephalorhynchus_cruciger,Hourglass Dolphin,Artiodactyla,Delphinidae,syntypes,lost (number not known),LOST,LOST,"""entre la Nouvelle-Hollande et le cap Horn [= between Australia and Cape Horn]…par 49 [S] de latitude,"" southern Pacific Ocean.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005709,Chalinolobus_tuberculatus,New Zealand Long-tailed Bat,Chiroptera,Vespertilionidae,holotype,lost (number not known),LOST,LOST,New Zealand.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000864,Cheracebus_lugens,White-chested Titi,Primates,Pitheciidae,holotype,lost (number not known),LOST,LOST,"vicinity of San Fernando de Atabapo, at the confluence of the ríos Orinoco and Guaviare, Amazonas, Venezuela.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1003154,Chiropodomys_gliroides,Indomalayan Pencil-tailed Tree Mouse,Rodentia,Muridae,holotype,lost (number not known),LOST,LOST,"""Cherra[punji],"" E Khasi Hills, Meghalaya State, India.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000898,Chiropotes_chiropotes,Rio Negro Bearded Saki,Primates,Pitheciidae,holotype,lost (number not known),LOST,LOST,"Upper Rio Orinoco south of the cataracts, Amazonas, Venezuela.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1004379,Cynopterus_sphinx,Greater Short-nosed Fruit Bat,Chiroptera,Pteropodidae,syntypes,lost (number not known),LOST,LOST,"Tranquebar, Madras, India.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005911,Cystophora_cristata,Hooded Seal,Carnivora,Phocidae,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Groenlandia australiori et Newfoundland"" (= S Greenland and Newfoundland).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001218,Dasyprocta_fuliginosa,Black Agouti,Rodentia,Dasyproctidae,nonexistent,lost (number not known),LOST,LOST,"""habitat in Brasilia versus flumen Amazonum."" Restricted by J. A. Allen in 1915 to ""Villa de Borba"" Rio Madeira, Amazonas, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006444,Delphinapterus_leucas,Beluga,Artiodactyla,Monodontidae,nonexistent,lost (number not known),LOST,LOST,"""die im Obischen Meerbusen"" (= mouth of Ob River), North-eastern Siberia, Russia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006411,Delphinus_delphis,Panglobal Common Dolphin,Artiodactyla,Delphinidae,nonexistent,lost (number not known),LOST,LOST,"""Oceano Europæo.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006112,Dicerorhinus_sumatrensis,Sumatran Rhinoceros,Perissodactyla,Rhinocerotidae,holotype,lost (number not known),LOST,LOST,Sumatra.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1004882,Diphylla_ecaudata,Hairy-legged Vampire Bat,Chiroptera,Phyllostomidae,nonexistent,lost (number not known),LOST,LOST,"""Brasil."" Restricted by A. Cabrera in 1958 to Río San Francisco, Bahia, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001889,Dipodomys_agilis,Agile Kangaroo Rat,Rodentia,Heteromyidae,holotype,lost (number not known),LOST,LOST,"Los Angeles, Los Angeles Co., California, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006140,Dorcatragus_megalotis,Beira,Artiodactyla,Bovidae,syntypes,lost (number not known),LOST,LOST,"Hekebo, northern Somalia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000226,Echymipera_kalubu,Common Spiny Bandicoot,Peramelemorphia,Peramelidae,holotype,lost (number not known),LOST,LOST,"""In insula Waigeo,"" (= Waigeo Island, Sorong Division, Papua Province, Indonesia).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1004389,Eidolon_helvum,African Straw-colored Fruit Bat,Chiroptera,Pteropodidae,holotype,lost (number not known),LOST,LOST,"type locality not given. Fixed by K. Andersen in 1907 to ""Senegal.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005912,Erignathus_barbatus,Bearded Seal,Carnivora,Phocidae,nonexistent,lost (number not known),LOST,LOST,"""ad Scotiam atque Groelandiam australiorem, vulgaris circa Islandiam"" (= North Atlantic Ocean, South Greenland).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006395,Eubalaena_glacialis,North Atlantic Right Whale,Artiodactyla,Balaenidae,nonexistent,lost (number not known),LOST,LOST,"North Cape, Norway.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005904,Eumetopias_jubatus,Steller Sea Lion,Carnivora,Otariidae,nonexistent,lost (number not known),LOST,LOST,"""Aufenthalt in dem nordlichen Theil des stillen Meeres…westlichen Küste von America…ostlichen von Kamtschatka…Inseln…Küsten unter dem 56ten Grade der Breite liegen"" (north part of the Pacific Ocean, Commander and Bering islands).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005987,Felis_lybica,African Wildcat,Carnivora,Felidae,holotype,lost (number not known),LOST,LOST,"in the region of the ancient town of Gafsa, Tunisia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005988,Felis_margarita,Sand Cat,Carnivora,Felidae,holotype,lost (number not known),LOST,LOST,"Sahara, Algeria.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001602,Funambulus_palmarum,Indian Palm Squirrel,Rodentia,Sciuridae,nonexistent,lost (number not known),LOST,LOST,"""in America, Asia, Africa."" Restricted by R. C. Wroughton in 1905 to ""E coast of Madras,"" India.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006076,Genetta_angolensis,Angolan Genet,Carnivora,Viverridae,syntypes,lost (number not known),LOST,LOST,"Caconda, Angola.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1002988,Gerbilliscus_brantsii,Highveld Gerbil,Rodentia,Muridae,holotype,lost (number not known),LOST,LOST,"Ladybrand, eastern Free State Province, near Lesotho border, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005914,Histriophoca_fasciata,Ribbon Seal,Carnivora,Phocidae,nonexistent,lost (number not known),LOST,LOST,"""Wohnt um die Kurilischen Inseln"" (= Russia, Kuril Islands).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006072,Hyaena_hyaena,Striped Hyena,Carnivora,Hyaenidae,holotype,lost (number not known),LOST,LOST,India.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006466,Hyperoodon_ampullatus,Northern Bottlenose Whale,Artiodactyla,Ziphiidae,holotype,lost (number not known),LOST,LOST,Maldon (England).,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000776,Lagothrix_flavicauda,Yellow-tailed Woolly Monkey,Primates,Atelidae,syntypes,lost (number not known),LOST,LOST,"Peru, banks of the Amazon. Restricted by J. Fooden in 1963 to Puca Tambo, 1550 m, 80 km east of Chachapoyas, San Martín.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000777,Lagothrix_lagothricha,Common Woolly Monkey,Primates,Atelidae,holotype,lost (number not known),LOST,LOST,"Colombia, Río Guaviare, above the mouth of the Río Amanaveni, Guainía.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000790,Leontopithecus_rosalia,Golden Lion Tamarin,Primates,Callitrichidae,holotype,lost (number not known),LOST,LOST,"Brazil. Restricted by A. P. M. Wied-Neuwied in 1826 to the coast between 22° S and 23° S, from the Cabo de São Tomé to the municipality of Mangaratiba, and further restricted by C. Carvalho in 1965 to the right bank of the Rio São João, Rio de Janeiro State.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1003187,Leporillus_apicalis,Lesser Stick-nest Rat,Rodentia,Muridae,holotype,lost (number not known),LOST,LOST,"South Australia, Australia.",https://data.nhm.ac.uk/object/a81490a7-1c1f-4885-bbc3-8014b7d29c6e,True,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006419,Lissodelphis_borealis,Northern Right-whale Dolphin,Artiodactyla,Delphinidae,syntypes,lost (number not known),LOST,LOST,"""North Pacific Ocean, latitude 46° 6' 50"" N., 134° 5' W. from Greenwich,"" 10° W of Astoria, Oregon, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000604,Macaca_assamensis,Assamese Macaque,Primates,Cercopithecidae,holotype,lost (number not known),LOST,LOST,"India, Assam.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000606,Macaca_fascicularis,Long-tailed Macaque,Primates,Cercopithecidae,holotype,lost (number not known),LOST,LOST,"Indonesia, Sumatra, (Bengkulu).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000612,Macaca_mulatta,Rhesus Macaque,Primates,Cercopithecidae,holotype,lost (number not known),LOST,LOST,"India, based solely on Tawny Monkey, a menagerie animal (presumably observed in London), not preserved, identified by Pennant in 1771. Restricted by R. Pocock in 1932 to ""Nepal Tarai"" (= Terai), the narrow plain that extends along the southern border of Nepal.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000614,Macaca_nemestrina,Southern Pig-tailed Macaque,Primates,Cercopithecidae,holotype,lost (number not known),LOST,LOST,Sumatra.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000620,Macaca_siberu,Siberut Macaque,Primates,Cercopithecidae,syntypes,lost (number not known),LOST,LOST,"Indonesia, Siberut Island.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000623,Macaca_sylvanus,Barbary Macaque,Primates,Cercopithecidae,syntypes,lost (number not known),LOST,LOST,Barbary Coast.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1004408,Macroglossus_minimus,Lesser Long-tongued Blossom Bat,Chiroptera,Pteropodidae,syntypes,lost (number not known),LOST,LOST,"Java, Indonesia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006405,Megaptera_novaeangliae,Humpback Whale,Artiodactyla,Balaenopteridae,nonexistent,lost (number not known),LOST,LOST,"""de la nouvelle Angleterre,"" (coast of New England, USA).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001565,Menetes_berdmorei,Indochinese Ground Squirrel,Rodentia,Sciuridae,holotype,lost (number not known),LOST,LOST,"""Thougyeen district"" (Tenasserim, Myanmar).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006473,Mesoplodon_europaeus,Gervais's Beaked Whale,Artiodactyla,Ziphiidae,holotype,lost (number not known),LOST,LOST,"English Channel, ""qui provient d'un individu harponné dans la Manche.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006475,Mesoplodon_grayi,Gray's Beaked Whale,Artiodactyla,Ziphiidae,syntypes,lost (number not known),LOST,LOST,"New Zealand, ""the Chatham Islands…from specimens stranded…on the Waitangi beach of the main island of that group.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005920,Monachus_monachus,Mediterranean Monk Seal,Carnivora,Phocidae,holotype,lost (number not known),LOST,LOST,"""Dalmatian Sea at Ossero."" Restricted by J. E. King in 1956 to Serbia and Montenegro.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006445,Monodon_monoceros,Narwhal,Artiodactyla,Monodontidae,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Oceano Septentrionali Americæ, Europæ"" (= northern seas of Europe and America).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005354,Murina_tubinaris,Scully's Tube-nosed Bat,Chiroptera,Vespertilionidae,holotype,lost (number not known),LOST,LOST,"""Gilgit,"" Kashmir, Pakistan.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005383,Myotis_californicus,California Myotis,Chiroptera,Vespertilionidae,holotype,lost (number not known),LOST,LOST,"""California,"" USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005428,Myotis_leibii,Eastern Small-footed Myotis,Chiroptera,Vespertilionidae,holotype,lost (number not known),LOST,LOST,"""Erie county, Michigan,"" USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1004869,Mystacina_tuberculata,Lesser New Zealand Short-tailed Bat,Chiroptera,Mystacinidae,syntypes,lost (number not known),LOST,LOST,"""New Zealand.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006199,Naemorhedus_goral,Himalayan Goral,Artiodactyla,Bovidae,holotype,lost (number not known),LOST,LOST,Nepal.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006165,Nanger_granti,Grant's Gazelle,Artiodactyla,Bovidae,nonexistent,lost (number not known),LOST,LOST,"Western Kinyenye, Ugogo, Tanzania.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005888,Nasua_nasua,South American Coati,Carnivora,Procyonidae,nonexistent,lost (number not known),LOST,LOST,"America, later restricted to Pernambuco Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005905,Neophoca_cinerea,Australian Sea Lion,Carnivora,Otariidae,nonexistent,lost (number not known),LOST,LOST,"""N. de l'île Decrès,"" Kangaroo Island, South Australia, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1004844,Nycteris_parisii,Parisi's Slit-faced Bat,Chiroptera,Nycteridae,holotype,lost (number not known),LOST,LOST,"""Balli, Somalia.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001068,Nycticebus_menagensis,Philippine Slow Loris,Primates,Lorisidae,holotype,lost (number not known),LOST,LOST,"Philippines, Tawitawi.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005894,Odobenus_rosmarus,Walrus,Carnivora,Odobenidae,nonexistent,lost (number not known),LOST,LOST,"""intra Zonam arcticam Europæ, Asiæ, Americæ.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006300,Odocoileus_hemionus,Mule Deer,Artiodactyla,Cervidae,nonexistent,lost (number not known),LOST,LOST,"Big Sioux River, South Dakota (USA).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1002265,Onychomys_leucogaster,Northern Grasshopper Mouse,Rodentia,Cricetidae,nonexistent,lost (number not known),LOST,LOST,"Mandan village near Fort Clark, Oliver County, North Dakota, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006423,Orcinus_orca,Common Killer Whale,Artiodactyla,Delphinidae,nonexistent,lost (number not known),LOST,LOST,"""Oceano Europæo.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000520,Orycteropus_afer,Aardvark,Tubulidentata,Orycteropodidae,holotype,lost (number not known),LOST,LOST,"Cape of Good Hope, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1002663,Oryzomys_palustris,Northeastern Marsh Rice Rat,Rodentia,Cricetidae,syntypes,lost (number not known),LOST,LOST,"""Fast Land,"" near Salem, Salem County, New Jersey, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005924,Pagophilus_groenlandicus,Harp Seal,Carnivora,Phocidae,nonexistent,lost (number not known),LOST,LOST,"""in Groenlandia [= Greenland] et Newfoundland.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1004301,Parascalops_breweri,Hairy-tailed Mole,Eulipotyphla,Talpidae,holotype,lost (number not known),LOST,LOST,"""Martha's Vineyard, an Island on the coast of New England,"" Massachusetts, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005596,Perimyotis_subflavus,Tricolored Bat,Chiroptera,Vespertilionidae,holotype,lost (number not known),LOST,LOST,"""De Géorgia [= Georgia, USA].""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1002275,Peromyscus_californicus,California Deermouse,Rodentia,Cricetidae,holotype,lost (number not known),LOST,LOST,"Monterey, Monterey County, California, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001637,Petaurillus_kinlochii,Selangor Pygmy Flying Squirrel,Rodentia,Sciuridae,holotype,lost (number not known),LOST,LOST,"""Kapar, Selangor, Malaysia.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001658,Petinomys_fuscocapillus,Travancore Flying Squirrel,Rodentia,Sciuridae,holotype,lost (number not known),LOST,LOST,"""S. India, Travancore.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000189,Phascogale_tapoatafa,Common Brush-tailed Phascogale,Dasyuromorphia,Dasyuridae,holotype,lost (number not known),LOST,LOST,"Sydney, New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005925,Phoca_largha,Spotted Seal,Carnivora,Phocidae,nonexistent,lost (number not known),LOST,LOST,"""quam quod observetur tantum ad orientale littus Camtschatcae"" (= Eastern coast of Kamchatka, Russia).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005926,Phoca_vitulina,Harbor Seal,Carnivora,Phocidae,nonexistent,lost (number not known),LOST,LOST,"""in mari Europæo."" Restricted by O. Thomas in 1911 to ""Mari Bothnico et Baltico.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006450,Phocoena_phocoena,Harbor Porpoise,Artiodactyla,Phocoenidae,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Oceano Europæo & Balthico"" (= Baltic Sea, ""Swedish Seas"").",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006461,Physeter_macrocephalus,Sperm Whale,Artiodactyla,Physeteridae,holotype,lost (number not known),LOST,LOST,"""in Oceano Europæo.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006547,Platanista_minor,Indus River Dolphin,Artiodactyla,Platanistidae,holotype,lost (number not known),LOST,LOST,"""the Indus.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005662,Plecotus_auritus,Brown Long-eared Bat,Chiroptera,Vespertilionidae,nonexistent,lost (number not known),LOST,LOST,"""Europa.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000722,Pongo_pygmaeus,Bornean Orangutan,Primates,Hominidae,holotype,lost (number not known),LOST,LOST,"Indonesia, Kalimantan, Landak River.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000528,Procavia_capensis,Rock Hyrax,Hyracoidea,Procaviidae,nonexistent,lost (number not known),LOST,LOST,"South Africa, Western Cape Prov., Cape of Good Hope.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001459,Proechimys_longicaudatus,Long-tailed Spiny-rat,Rodentia,Echimyidae,nonexistent,lost (number not known),LOST,LOST,"""Northern Paraguay."" Restricted by O. Thomas in 1903 to ""the 21st parallel of latitude, therefore not far south of Corumbá,"" Mato Grosso do Sul State, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1003291,Pseudomys_higginsi,Long-tailed Mouse,Rodentia,Muridae,nonexistent,lost (number not known),LOST,LOST,"Kentishbury, Tasmania, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006425,Pseudorca_crassidens,False Killer Whale,Artiodactyla,Delphinidae,holotype,lost (number not known),LOST,LOST,"""in the great fen of Lincolnshire beneath the turf [subfossil], in the neighborhood of the ancient town of Stamford,"" England, UK.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006305,Pudu_puda,Southern Pudu,Artiodactyla,Cervidae,nonexistent,lost (number not known),LOST,LOST,Chiloé Province (Chile).,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005927,Pusa_caspica,Caspian Seal,Carnivora,Phocidae,nonexistent,lost (number not known),LOST,LOST,"""in mari, praesertim septentrionali, etiam Pacifico et Caspico [= Caspian Sea].""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005928,Pusa_hispida,Ringed Seal,Carnivora,Phocidae,nonexistent,lost (number not known),LOST,LOST,"""Man fängt ihn auf den Küsten von Grönland und Labrader"" (= Greenland and Labrador).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005929,Pusa_sibirica,Baikal Seal,Carnivora,Phocidae,nonexistent,lost (number not known),LOST,LOST,"""Baikal et Orom"" (= Lake Baikal and Lake Oron, Russia).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1003649,Rattus_norvegicus,Brown Rat,Rodentia,Muridae,nonexistent,lost (number not known),LOST,LOST,"""Great Britain.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1003659,Rattus_rattus,Roof Rat,Rodentia,Muridae,nonexistent,lost (number not known),LOST,LOST,"""Europe.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001608,Ratufa_indica,Indian Giant Squirrel,Rodentia,Sciuridae,nonexistent,lost (number not known),LOST,LOST,"""in India orientali,"" (Bombay, India).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000809,Saguinus_fuscus,Lesson's Saddle-back Tamarin,Primates,Callitrichidae,syntypes,lost (number not known),LOST,LOST,"""Plaines de Mocoa,"" the lowlands of the Mocoa district, between the ríos Putumayo and Caquetá, Putumayo, Colombia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000819,Saguinus_midas,Midas Tamarin,Primates,Callitrichidae,nonexistent,lost (number not known),LOST,LOST,America. Restricted by J. C. D. von Schreber in 1775 to Suriname.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000824,Saguinus_oedipus,Cotton-top Tamarin,Primates,Callitrichidae,holotype,lost (number not known),LOST,LOST,"America. Restricted by A. Humboldt in 1812 to Colombia, and further restricted by P. Hershkovitz in 1949 to the lower Rio Sinú, Córdoba, Colombia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000851,Saimiri_cassiquiarensis,Humboldt's Squirrel Monkey,Primates,Cebidae,holotype,lost (number not known),LOST,LOST,"Río (Caño) Cassiquiare, Amazonas, Venezuela.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001058,Sciurocheirus_makandensis,Makande Squirrel Galago,Primates,Galagidae,holotype,lost (number not known),LOST,LOST,"Makandé, Forêt des Abeilles, SE Gabon, S of Ogooué R (00° 40' 39"" S, 11° 54' 35"" E).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001685,Sciurus_granatensis,Red-tailed Squirrel,Rodentia,Sciuridae,holotype,lost (number not known),LOST,LOST,"""Colombia, Dept. Bolivar, Cartagena.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001686,Sciurus_griseus,Western Gray Squirrel,Rodentia,Sciuridae,nonexistent,lost (number not known),LOST,LOST,"""The Dalles of the Columbia [River],"" Wasco Co., Oregon, USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005691,Scotophilus_nigrita,Schreber's Yellow Bat,Chiroptera,Vespertilionidae,holotype,lost (number not known),LOST,LOST,Senegal.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000688,Semnopithecus_entellus,Bengal Sacred Langur,Primates,Cercopithecidae,nonexistent,lost (number not known),LOST,LOST,"India, Bengal.",http://coldb.mnhn.fr/catalognumber/mnhn/zm/2005-957,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000691,Semnopithecus_johnii,Nilgiri Langur,Primates,Cercopithecidae,holotype,lost (number not known),LOST,LOST,"India, Tellicherry.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1002746,Sigmodon_hispidus,Hispid Cotton Rat,Rodentia,Cricetidae,syntypes,lost (number not known),LOST,LOST,"St. John's River, Florida USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006432,Sousa_chinensis,Indo-Pacific Humpback Dolphin,Artiodactyla,Delphinidae,syntypes,lost (number not known),LOST,LOST,"Zhujiang Kou (mouth of Canton [Pearl] River, Guangdong Prov., China.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001772,Spermophilus_citellus,European Ground Squirrel,Rodentia,Sciuridae,syntypes,lost (number not known),LOST,LOST,"""Austria, Bohemia, Polonia."" Restricted by V. Martino and E. Martino in 1940 to Wagram, Austria.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000394,Spilocuscus_maculatus,Common Spotted Cuscus,Diprotodontia,Phalangeridae,holotype,lost (number not known),LOST,LOST,"""Les Moluques"" (= Moluccas, Indonesia).",,False,False
